100 10000
20 54 45
15 24 81
67 74 23
43 45 28
28 94 74
17 19 23
1 9 83
67 74 61
45 52 51
61 77 12
12 71 47
73 94 93
71 95 60
26 48 100
11 28 39
45 52 46
67 85 1
7 33 80
47 53 50
46 72 30
45 52 66
11 61 48
26 48 62
44 88 12
2 86 94
4 81 95
65 71 94
73 94 81
20 54 80
1 9 9
44 88 55
1 55 46
45 52 80
4 89 80
12 71 12
23 93 25
34 90 43
39 49 74
15 37 71
10 93 22
73 94 25
1 42 91
45 52 1
1 9 27
11 28 80
73 94 40
73 94 97
73 94 20
22 58 53
15 24 88
67 74 78
7 33 93
45 74 53
42 56 59
8 60 76
4 81 13
50 89 58
42 56 41
73 94 32
70 76 73
17 19 67
10 93 88
34 90 7
15 37 22
61 77 31
46 72 34
31 34 24
73 94 27
1 9 12
1 55 26
11 61 67
15 24 71
73 94 93
0 57 74
50 89 19
7 53 36
10 93 78
73 94 47
42 56 37
22 58 82
1 55 52
16 45 61
12 71 51
36 91 20
28 94 77
47 53 10
3 74 7
73 94 76
73 94 17
73 94 98
71 95 20
11 28 56
68 81 53
0 57 92
0 57 55
1 88 84
20 54 13
4 81 16
1 42 63
28 94 28
11 28 46
11 28 45
44 88 67
16 99 89
47 53 33
50 89 46
4 81 94
10 93 8
1 9 73
15 24 26
71 95 93
22 58 70
1 9 48
9 59 80
31 34 33
12 71 94
68 81 97
73 94 21
39 49 76
12 71 49
73 94 20
15 24 9
4 81 98
45 52 49
39 49 11
38 81 97
6 9 89
73 94 54
38 81 28
0 57 89
26 48 26
15 24 89
73 94 24
11 28 21
38 82 43
47 53 51
30 38 62
0 57 46
0 57 69
70 76 74
46 72 2
26 48 54
6 9 75
67 85 51
73 94 42
12 71 96
15 24 53
1 55 84
67 85 79
4 89 75
73 94 63
18 95 80
68 81 81
1 9 67
0 57 94
1 9 90
45 74 76
34 90 11
11 87 46
11 28 71
10 93 55
12 71 1
23 93 99
78 92 65
70 76 55
1 9 63
16 99 34
4 89 40
3 74 33
60 98 90
38 81 48
43 45 87
11 87 69
26 48 30
8 60 33
26 48 5
1 9 98
1 9 70
47 53 50
13 48 10
12 71 11
4 89 46
16 99 32
47 53 46
67 85 57
2 86 11
7 33 69
44 88 16
4 81 21
67 74 98
4 74 6
11 87 47
43 45 73
20 54 53
10 93 56
11 28 90
68 81 42
20 54 71
73 94 18
63 80 62
27 66 36
20 54 51
11 61 39
13 40 67
38 81 89
7 53 61
23 93 23
61 77 28
11 28 33
4 74 9
6 9 52
15 24 87
16 45 46
44 88 1
15 24 91
11 28 77
30 38 37
38 81 57
67 74 94
27 86 22
46 72 13
11 28 42
73 94 65
20 40 2
42 81 56
45 52 72
51 75 33
28 32 97
17 19 58
3 74 85
0 57 61
3 93 73
7 33 28
46 72 16
7 53 35
39 49 21
73 94 70
2 86 71
2 86 67
38 81 32
73 94 65
11 28 13
23 93 15
62 83 44
7 53 48
73 94 31
45 52 19
37 54 79
14 46 51
7 53 34
0 57 74
15 37 69
44 88 73
4 81 70
67 74 38
23 93 25
1 9 87
20 54 67
73 94 28
70 76 33
1 9 30
31 34 73
55 62 27
15 24 59
27 86 90
2 86 66
6 9 43
12 71 10
20 54 62
33 67 23
2 86 99
1 9 46
45 52 75
3 74 19
61 77 100
2 86 73
15 24 76
0 57 86
6 9 25
46 98 3
4 81 1
28 94 81
52 57 59
11 70 25
23 93 80
12 71 20
1 9 11
34 90 10
45 52 74
73 94 37
44 88 59
15 24 71
68 81 19
11 61 3
45 52 54
1 88 37
0 57 20
28 94 80
2 86 95
11 28 2
71 95 14
22 58 71
73 94 12
4 81 80
16 99 44
27 86 46
16 45 50
55 62 74
1 9 59
32 36 44
11 70 33
7 53 45
73 94 61
16 45 39
20 54 35
7 33 38
2 86 39
46 72 14
37 54 90
44 88 79
28 94 53
12 71 54
3 34 33
12 71 11
27 86 4
23 93 91
27 86 28
73 94 52
61 77 72
0 57 14
45 52 16
20 54 84
5 11 8
67 74 85
7 53 94
68 81 64
60 98 30
38 81 7
71 95 65
71 95 6
71 95 20
55 62 38
27 86 79
31 34 29
12 71 97
65 71 35
13 40 45
38 81 99
73 94 26
43 45 33
28 94 23
62 83 19
38 81 68
3 93 59
43 45 63
45 52 72
27 86 34
73 94 32
12 71 98
0 57 91
0 57 92
68 81 93
67 85 5
3 34 29
2 86 80
15 24 86
44 88 17
1 9 41
38 82 86
1 9 13
65 99 78
47 53 93
38 81 80
4 74 12
3 93 3
7 53 39
67 74 67
50 89 46
61 77 30
12 71 45
44 88 48
0 57 86
32 36 72
23 93 54
23 93 19
0 57 27
16 45 63
11 28 87
15 24 73
4 74 72
71 95 64
18 95 93
7 53 94
45 52 92
28 94 38
16 45 92
3 34 69
49 83 14
1 88 5
20 54 35
23 93 81
27 86 36
1 9 60
81 94 97
73 94 70
6 9 42
67 74 52
42 56 40
67 74 25
4 89 35
41 70 57
73 94 43
60 98 41
31 34 35
7 53 31
23 93 52
38 81 2
73 94 47
15 24 87
1 55 76
16 99 52
20 54 93
14 46 74
60 98 49
2 86 49
7 33 20
13 40 91
16 45 87
15 24 24
1 9 69
45 96 13
2 86 30
27 86 77
15 24 81
18 95 99
0 57 64
27 86 23
36 91 76
16 99 7
18 95 62
47 84 9
3 51 6
46 72 66
78 92 18
23 93 30
27 66 77
7 53 13
51 75 89
50 89 9
11 61 66
7 53 91
23 93 78
38 81 79
10 93 61
52 57 87
22 58 12
4 81 28
18 95 96
4 81 9
15 24 24
15 24 68
13 40 67
27 86 38
31 34 3
20 40 36
46 72 48
15 24 55
71 95 26
4 89 14
60 61 98
38 81 56
27 66 59
16 99 41
43 45 4
7 33 65
18 95 62
80 98 71
33 67 8
73 94 90
12 71 17
60 61 64
11 61 8
15 24 29
3 74 66
28 94 51
3 74 18
23 93 89
42 81 71
5 11 73
68 81 88
73 94 71
70 76 83
43 45 78
62 83 56
73 94 24
2 86 100
20 54 32
70 76 59
3 93 25
47 53 61
16 45 92
15 24 8
42 56 58
27 86 86
16 99 8
4 81 32
18 95 23
6 9 82
16 45 55
71 95 68
7 33 46
16 45 85
42 56 91
68 81 46
11 61 55
15 24 12
71 95 76
73 94 89
15 24 38
1 88 79
1 55 27
7 53 69
0 57 89
23 93 13
4 81 22
38 81 96
16 99 18
12 71 91
73 94 75
3 93 48
12 71 92
60 61 91
17 45 48
1 9 69
42 81 63
73 94 99
31 34 46
39 49 86
47 53 19
71 95 31
11 28 3
2 86 96
38 81 65
39 49 100
3 93 42
16 99 12
1 88 76
47 53 27
73 94 37
1 9 54
38 81 6
7 53 38
7 33 93
12 71 62
3 74 56
73 94 98
27 86 7
4 74 59
8 60 22
4 81 27
67 74 60
20 54 27
4 81 36
16 99 64
52 57 95
34 90 91
2 86 93
16 99 79
27 66 18
27 86 83
41 70 1
44 88 89
12 71 10
12 71 86
16 45 2
80 98 18
67 74 21
38 81 92
12 71 68
47 53 80
2 86 31
5 11 61
12 71 51
1 9 62
67 85 33
38 81 48
38 81 67
73 94 98
17 45 41
20 54 28
4 81 70
3 74 24
1 88 14
46 72 87
1 9 30
8 60 58
73 94 9
7 53 96
44 88 97
4 89 68
22 58 38
71 95 19
70 76 89
68 81 63
73 94 44
3 74 96
15 24 90
17 19 7
1 9 68
23 93 24
43 45 16
0 57 75
73 94 93
23 93 58
11 61 23
17 45 10
38 81 74
12 71 38
23 93 58
38 81 12
78 92 65
68 81 77
26 48 23
73 94 54
1 9 27
7 53 84
7 33 36
15 24 31
38 81 41
0 57 10
4 89 39
1 9 92
1 88 89
31 34 68
45 52 92
60 98 34
46 72 95
15 24 40
1 9 73
0 57 83
67 85 35
71 95 32
5 11 31
55 62 31
73 94 88
67 74 73
18 95 16
73 94 70
14 46 84
3 51 88
27 66 9
68 81 37
18 95 18
16 45 52
18 95 44
12 71 1
4 81 30
55 62 27
38 81 61
11 87 75
34 90 55
38 82 63
68 81 50
3 93 89
27 86 83
39 49 13
73 94 5
17 45 98
31 34 44
4 74 68
17 19 22
16 99 90
28 94 74
26 48 95
0 57 69
4 89 73
43 45 99
73 94 66
39 49 11
7 53 23
16 45 98
18 95 79
73 94 61
15 24 16
11 61 97
22 58 23
45 52 71
15 37 42
1 9 42
7 53 47
73 94 34
68 81 44
24 94 68
1 9 60
11 28 24
27 66 69
10 93 28
26 48 63
27 66 49
11 28 22
11 61 86
67 74 98
70 76 31
0 57 37
68 81 66
45 52 25
73 94 63
45 52 41
22 58 35
23 93 20
1 9 43
15 24 31
4 81 2
4 74 99
20 40 53
45 52 42
46 72 6
7 33 36
11 28 30
28 94 31
45 52 97
4 81 76
11 28 53
45 52 7
47 53 76
15 24 37
63 80 63
4 81 87
55 62 83
67 74 52
0 57 70
27 66 59
33 67 43
11 61 100
23 93 42
34 90 75
0 57 9
1 9 15
31 34 64
4 89 54
7 33 19
30 38 57
42 56 67
45 52 24
15 24 31
16 99 86
22 58 65
46 72 63
68 81 72
15 24 100
31 34 46
11 61 50
27 86 6
33 67 31
20 54 25
3 34 83
15 24 70
7 33 58
38 81 20
1 9 3
33 67 50
2 86 83
22 58 30
73 94 89
38 81 63
16 99 87
23 93 64
23 93 52
44 88 60
27 86 44
68 81 92
6 9 73
26 48 4
11 28 91
42 81 54
23 93 9
46 72 61
17 19 66
45 52 46
12 71 35
27 86 76
11 28 71
43 45 3
42 56 34
30 38 53
4 89 99
38 81 38
16 45 22
4 89 54
11 28 19
55 62 6
16 99 34
27 66 28
38 81 45
68 81 20
22 58 51
11 28 7
15 24 43
10 93 61
31 34 44
39 49 68
13 40 72
46 72 91
30 38 94
26 48 81
20 54 64
34 90 37
15 37 9
15 24 32
46 98 23
3 93 30
3 51 69
36 91 89
27 66 5
8 60 85
3 93 3
31 34 10
23 93 77
68 81 100
12 71 37
20 40 2
12 71 28
71 95 27
52 57 14
61 77 57
42 56 77
1 55 1
12 71 58
17 19 82
22 58 64
1 9 68
11 61 51
23 93 19
38 81 24
44 88 54
2 86 44
70 76 3
11 70 58
45 52 80
1 9 11
1 9 4
16 45 84
15 24 99
1 88 37
70 76 27
73 94 70
30 38 15
42 81 57
9 59 93
1 9 72
46 72 16
32 36 52
73 94 95
16 45 1
1 9 37
31 34 97
7 33 45
68 81 4
38 81 27
15 24 50
42 81 77
67 74 98
38 81 6
0 57 97
4 81 30
2 86 99
61 77 52
4 89 64
20 54 46
30 38 46
1 55 38
27 66 60
7 53 93
3 93 45
0 57 85
45 52 25
3 74 56
15 24 82
25 75 54
12 71 45
43 45 61
45 52 93
1 9 5
28 94 90
7 33 75
1 9 85
26 48 85
20 54 42
4 89 60
18 95 77
73 94 96
27 86 38
1 42 88
42 81 32
38 81 15
68 81 31
16 99 46
15 24 18
0 57 69
16 45 93
15 24 45
38 81 80
12 71 69
27 86 25
38 81 43
70 76 51
63 80 6
14 46 19
45 52 65
45 52 44
0 57 66
28 94 93
15 24 8
1 9 11
50 89 27
4 89 48
73 94 66
31 34 42
11 70 15
27 86 73
45 52 59
50 89 24
0 57 72
20 54 79
17 19 62
45 52 80
38 82 15
14 46 19
8 60 25
0 57 96
78 92 97
23 93 32
3 93 16
11 87 88
42 81 11
3 93 67
80 98 78
15 24 57
2 86 56
15 24 76
1 88 9
73 94 50
0 57 7
39 49 47
43 45 25
12 71 62
15 37 59
15 37 77
4 89 51
42 81 50
1 55 50
30 38 98
16 45 100
26 48 14
1 9 97
73 94 92
11 28 63
63 80 80
73 94 62
27 66 15
28 94 53
16 99 26
14 46 5
45 52 73
73 94 8
67 85 86
12 71 17
0 57 13
70 76 99
18 95 11
23 93 75
1 42 51
17 19 37
4 81 10
23 93 20
23 93 78
15 24 28
22 58 11
33 67 40
11 28 75
11 28 95
65 99 46
50 89 16
71 95 13
65 99 76
60 98 78
1 9 25
2 86 11
42 56 60
16 45 82
16 45 75
34 90 2
73 94 36
43 45 43
27 86 48
28 94 40
36 91 73
46 72 90
38 81 59
10 93 46
4 89 36
0 57 66
67 74 57
73 94 13
1 9 68
3 93 30
17 45 75
42 56 66
3 74 53
2 86 13
50 89 54
27 86 35
15 37 46
0 57 11
51 75 15
3 93 75
4 89 71
0 57 93
47 53 75
15 24 21
27 86 5
20 54 40
28 94 51
13 40 12
38 81 96
1 9 79
23 93 38
47 53 56
47 53 34
70 76 39
2 86 40
1 9 56
2 86 18
11 28 50
20 54 64
73 94 30
11 28 36
38 81 60
67 85 2
3 34 79
47 53 9
16 99 44
4 89 30
24 94 40
67 85 90
43 45 79
7 53 40
9 59 74
1 9 25
7 33 78
7 33 92
0 57 85
55 62 93
13 40 7
34 90 2
4 89 85
7 53 88
43 45 67
38 81 48
15 24 78
22 58 64
23 93 31
23 93 82
5 11 31
15 24 53
17 45 17
13 48 23
1 9 73
2 86 37
34 90 49
38 81 2
44 88 86
26 48 2
44 88 57
28 94 50
52 57 32
38 81 2
73 94 47
23 93 62
68 81 76
16 45 82
11 28 42
46 72 90
11 87 5
4 89 9
3 93 35
38 81 84
27 86 86
0 57 43
0 57 30
23 93 89
41 70 41
65 71 66
27 86 49
43 45 39
38 81 33
3 34 97
7 33 85
47 84 98
42 81 11
23 93 8
65 99 29
70 76 30
12 71 17
38 81 61
31 34 80
73 94 100
71 95 56
52 57 68
67 74 7
23 93 95
37 54 20
0 57 7
16 99 47
43 45 23
16 45 74
7 53 84
12 71 13
68 81 57
23 93 17
73 94 39
4 81 17
26 48 77
39 49 86
42 56 60
7 53 12
3 93 83
28 94 63
23 93 7
12 71 18
0 57 90
8 60 8
23 93 28
71 95 92
4 81 4
15 24 58
73 94 50
34 90 24
67 85 84
3 93 99
10 93 28
8 60 35
39 49 73
4 81 6
73 94 10
38 81 44
2 86 51
1 55 7
1 9 22
3 35 19
7 53 8
42 56 44
38 81 43
68 81 71
38 81 97
16 45 33
38 82 72
73 94 69
11 28 92
17 19 94
33 67 21
36 91 3
16 45 78
16 45 59
1 9 86
20 40 98
27 86 6
7 33 40
27 66 17
61 77 97
32 36 96
46 72 46
38 81 87
0 57 30
15 24 21
7 33 94
42 56 12
3 93 46
0 57 40
2 86 74
44 88 73
46 72 13
38 81 42
31 34 14
26 48 34
45 52 56
12 71 19
33 67 54
3 51 79
11 28 72
45 96 97
68 81 61
38 82 40
1 88 92
23 93 54
21 37 53
1 42 42
10 93 31
45 52 85
11 28 6
15 24 82
7 33 67
33 67 50
20 54 81
2 86 37
68 81 38
0 57 39
7 33 73
1 9 66
23 93 75
50 89 4
27 66 96
43 45 47
15 24 49
1 9 11
23 93 31
42 56 66
11 87 1
67 85 45
7 33 28
23 93 8
67 85 74
11 61 97
42 56 4
67 85 13
11 28 22
20 54 58
18 95 98
45 52 23
20 40 39
0 57 57
7 33 3
20 54 74
38 81 35
61 77 37
1 42 44
68 81 5
33 67 74
67 85 10
38 81 57
5 11 50
65 71 27
71 95 58
67 74 56
1 9 32
68 81 6
34 90 59
28 94 87
7 53 74
27 86 17
20 40 43
27 86 47
1 9 5
3 51 61
11 28 45
4 89 87
32 36 30
11 70 96
52 57 23
18 95 29
73 94 10
2 86 5
16 45 29
4 81 52
38 81 87
65 71 49
7 33 90
71 95 46
13 40 59
2 86 37
61 77 100
6 9 48
27 86 90
31 34 21
1 9 10
3 93 24
6 9 65
17 19 3
70 76 29
15 24 91
73 94 46
12 71 17
52 57 7
31 34 17
46 98 66
71 95 30
20 54 36
0 57 50
38 81 93
67 85 47
8 60 100
38 82 39
16 99 46
60 98 79
11 61 51
61 77 82
1 9 98
39 49 39
71 95 55
1 88 55
28 94 45
15 24 76
1 9 3
31 34 29
7 33 88
5 11 89
11 28 85
22 58 29
22 58 89
68 81 42
78 92 62
42 56 93
45 96 38
1 9 20
70 76 11
68 81 88
17 45 88
23 93 32
7 33 4
22 69 94
23 93 4
1 9 82
12 71 46
31 34 36
12 71 3
67 85 67
68 81 69
11 28 38
3 93 8
23 93 52
1 9 86
15 24 57
61 77 16
37 54 48
36 91 92
3 51 100
5 11 90
17 45 8
15 24 6
15 24 18
46 72 25
4 89 73
0 57 70
38 81 35
0 57 49
61 77 54
23 93 94
42 56 1
73 94 10
46 98 57
38 82 95
39 49 5
60 98 9
32 36 21
46 72 67
20 54 67
1 9 14
11 28 39
44 88 72
71 95 27
42 81 31
0 57 25
73 94 15
42 56 94
7 53 66
0 57 59
15 24 31
23 93 41
27 86 2
11 87 97
11 70 85
23 93 4
67 74 24
2 86 82
7 33 97
38 81 76
73 94 37
38 81 44
23 93 81
0 57 51
16 45 57
23 93 92
16 45 90
67 85 9
67 85 62
4 81 97
52 57 41
4 89 25
1 9 7
3 74 45
27 66 27
7 33 73
7 53 17
15 24 88
42 81 32
15 24 7
28 94 43
1 9 22
28 32 99
27 86 76
0 57 6
4 89 72
43 45 15
1 9 91
7 33 39
20 40 7
26 48 99
44 88 36
0 57 41
73 94 1
4 81 78
11 87 15
15 24 53
38 81 24
23 93 57
73 94 61
7 33 73
28 32 93
4 89 47
23 93 78
68 81 53
9 59 6
52 57 12
16 99 88
15 24 72
1 88 1
14 46 67
12 71 75
52 57 62
23 93 41
60 98 81
42 56 22
73 94 52
6 9 18
11 28 99
42 81 47
1 9 22
3 74 89
22 58 79
11 87 39
8 60 61
24 94 30
47 53 75
13 40 65
7 53 73
31 34 67
16 45 40
8 60 9
30 38 36
73 94 26
36 91 14
36 91 69
15 24 41
10 93 10
68 81 97
17 45 96
47 53 53
11 87 3
3 74 51
4 81 19
27 86 52
12 71 96
30 38 26
1 55 9
42 81 78
10 93 10
26 48 69
2 79 55
4 89 40
23 93 84
45 52 26
7 33 13
68 81 81
38 81 66
38 81 8
11 61 16
17 45 17
70 76 23
73 94 87
15 24 17
73 94 5
4 81 43
7 33 32
3 51 95
18 95 34
45 52 9
11 28 59
12 71 53
3 74 21
11 87 10
68 81 93
8 60 7
16 45 8
45 52 79
31 34 83
27 86 15
2 86 47
17 45 65
3 93 65
73 94 63
4 81 81
73 94 60
18 95 60
71 95 75
4 89 97
67 85 17
73 94 75
47 53 37
8 60 18
68 81 21
26 48 73
18 95 86
11 61 83
26 48 48
46 98 87
11 28 55
1 42 17
1 9 63
55 62 6
38 81 88
38 82 11
11 61 34
23 93 87
0 57 6
11 87 75
24 94 62
4 74 79
46 72 79
23 93 38
28 32 70
2 86 8
73 94 5
45 52 11
49 83 69
24 94 81
27 86 47
46 98 1
22 58 24
16 99 18
52 57 84
18 95 28
6 9 2
6 9 55
28 94 42
17 19 5
1 9 86
15 24 59
23 93 34
73 94 82
50 89 12
7 33 22
15 24 4
2 86 18
17 45 29
11 28 39
14 46 21
16 45 77
73 94 68
71 95 36
67 85 81
7 33 45
0 57 10
15 24 85
0 57 23
30 38 11
31 34 46
2 86 84
47 53 99
43 45 61
38 81 82
44 88 60
73 94 36
3 74 38
18 95 60
3 74 57
1 9 83
7 33 9
11 28 20
13 40 66
38 82 92
42 81 36
3 34 83
0 57 82
45 74 56
38 82 48
4 81 12
4 89 61
73 94 44
55 62 93
12 71 43
7 33 12
6 9 45
63 80 47
43 45 76
4 89 76
1 42 61
33 67 11
6 9 77
12 71 19
14 46 58
42 56 50
11 61 100
23 93 65
18 95 34
7 33 17
0 57 56
11 61 2
16 99 84
73 94 74
6 9 67
12 71 66
2 86 49
1 55 79
27 66 6
61 77 43
12 71 22
7 53 71
34 90 29
4 81 35
61 77 94
60 61 67
73 94 1
27 66 65
39 49 60
67 74 51
20 54 48
31 34 61
6 9 21
45 52 55
0 57 5
7 33 68
30 38 64
27 86 38
73 94 97
23 93 26
46 72 38
18 95 48
15 24 14
68 81 88
39 49 1
71 95 4
11 70 10
12 71 30
67 74 20
17 45 64
23 93 87
7 53 85
7 53 26
3 74 9
73 94 35
68 81 71
4 89 52
4 74 68
60 61 40
18 95 35
31 34 76
18 95 59
3 74 87
55 62 37
31 34 73
4 81 82
65 71 45
10 93 16
8 60 29
27 66 78
46 72 90
23 93 6
23 93 51
4 81 24
1 9 45
17 45 33
42 56 2
11 87 95
23 93 33
6 9 62
23 93 58
2 86 54
0 57 48
81 94 96
12 71 18
1 55 21
55 62 59
11 28 48
39 49 46
10 93 39
73 94 86
31 34 80
44 88 79
38 81 90
67 74 84
12 71 35
8 60 29
7 33 53
38 81 98
45 52 90
22 58 62
0 57 90
2 86 29
71 95 45
8 60 74
12 71 96
20 54 71
73 94 74
27 86 95
22 58 26
68 81 41
18 95 71
3 34 86
33 67 62
45 52 43
18 95 99
4 89 47
4 89 59
73 94 44
20 54 26
62 83 99
80 98 89
26 48 84
7 53 34
23 93 64
11 87 96
7 33 68
45 52 99
18 95 39
43 45 7
67 74 69
23 93 56
11 61 13
18 95 58
4 81 73
47 53 20
4 89 63
23 93 77
52 57 3
4 81 98
27 86 65
52 57 95
1 9 70
34 90 56
18 95 25
67 85 16
7 33 57
22 58 28
80 98 66
17 45 38
18 95 74
46 72 78
38 82 32
10 93 74
67 85 42
15 37 58
60 98 51
15 24 25
4 74 30
12 71 10
11 70 33
0 57 57
0 57 20
16 45 100
17 45 64
73 94 19
3 51 99
4 89 66
0 57 65
26 48 98
15 37 32
71 95 59
73 94 18
68 81 21
11 28 10
38 81 21
71 95 91
47 53 79
55 62 15
68 81 41
42 56 22
3 93 24
4 81 26
65 99 91
1 9 60
3 34 81
47 84 4
67 85 100
1 55 72
46 72 25
38 81 54
61 77 11
26 48 39
45 52 26
23 93 4
44 88 99
28 32 34
63 80 55
47 53 10
28 94 3
7 53 9
18 95 80
28 94 76
17 45 83
38 81 48
20 54 100
27 86 27
2 86 43
38 82 16
68 81 44
61 77 91
7 33 26
73 94 7
65 99 24
4 89 44
52 57 45
0 57 25
27 66 87
8 60 38
68 81 32
38 81 12
7 33 52
4 81 13
38 81 98
20 54 3
52 57 55
73 94 17
0 57 20
0 57 59
7 33 99
3 74 39
26 48 91
73 94 38
52 57 34
38 82 77
68 81 15
27 86 90
16 45 76
73 94 61
4 89 9
16 99 39
1 88 62
31 34 6
27 86 73
17 19 21
2 86 54
11 61 6
7 53 17
28 94 89
7 33 27
18 95 52
7 33 29
0 57 81
38 81 14
11 61 6
42 56 55
47 53 27
3 74 80
3 93 31
2 86 45
20 54 15
27 66 16
0 57 28
38 81 67
27 66 38
27 86 57
31 34 16
30 38 95
42 81 4
11 87 9
28 94 47
1 55 71
4 89 37
3 74 66
1 9 11
11 61 44
73 94 8
12 71 18
14 46 10
63 80 94
61 77 76
78 92 46
33 67 61
46 72 89
20 54 73
8 60 11
20 54 42
34 90 35
68 81 11
27 66 76
61 77 94
12 71 36
70 76 50
28 94 68
15 24 24
63 80 62
20 40 39
3 74 45
27 86 33
22 58 91
27 66 2
62 83 11
0 57 65
23 93 65
68 81 53
3 34 23
15 24 12
1 9 93
55 62 40
7 33 40
0 57 40
12 71 72
28 94 99
55 62 47
39 49 51
28 94 22
6 9 63
27 86 83
71 95 96
55 62 17
68 81 28
26 48 51
63 80 73
45 52 26
31 34 13
63 80 9
0 57 88
27 86 64
15 24 45
3 51 25
3 34 93
0 57 34
60 98 41
38 81 86
73 94 8
21 37 100
45 96 80
2 86 25
7 53 32
27 66 30
67 74 42
7 33 32
73 94 15
38 81 71
11 87 34
11 87 22
73 94 37
55 62 28
12 71 55
0 57 38
1 88 48
2 86 93
2 86 74
12 71 78
67 85 58
71 95 87
9 59 83
23 93 85
14 46 19
15 24 57
60 98 21
23 93 53
78 92 74
26 48 37
26 48 79
39 49 26
71 95 75
12 71 99
27 66 98
4 89 74
68 81 54
20 54 67
22 69 1
70 76 50
11 28 67
17 45 64
71 95 73
7 33 1
1 9 50
15 24 17
73 94 89
46 72 32
42 56 31
42 56 68
71 95 73
3 34 81
43 45 44
23 93 43
2 86 11
61 77 94
15 37 6
42 56 54
0 57 3
0 57 50
45 52 4
46 98 60
21 37 22
45 74 64
68 81 26
7 33 82
11 61 38
26 48 76
16 45 72
0 57 34
39 49 73
73 94 86
23 93 41
27 66 49
16 99 63
22 58 94
34 90 59
65 71 99
28 94 61
15 24 1
11 28 28
67 74 65
13 48 52
4 89 71
38 81 98
63 80 53
38 81 59
12 71 42
52 57 76
39 49 94
27 86 27
80 98 100
0 57 61
55 62 87
15 24 5
1 88 42
15 24 34
7 53 33
15 24 77
42 56 15
71 95 52
73 94 97
3 74 22
60 98 68
2 86 84
38 81 69
18 95 9
27 86 93
16 45 33
11 28 59
2 86 92
11 61 21
4 74 84
60 61 88
27 66 16
15 24 84
3 93 37
0 57 82
1 9 34
70 76 95
18 95 33
37 54 5
4 89 68
15 24 2
44 88 68
23 93 81
38 81 8
15 24 89
38 81 35
1 55 61
67 85 63
23 93 20
27 66 68
4 89 69
67 74 56
4 81 12
45 52 57
23 93 25
22 58 90
11 28 99
38 82 50
65 99 37
4 81 28
5 11 41
7 33 46
70 76 17
15 24 5
7 33 1
42 81 54
16 45 42
42 56 89
26 48 47
38 82 46
18 95 68
73 94 67
16 45 80
15 24 64
1 9 88
34 90 3
4 81 37
0 57 59
73 94 5
73 94 35
32 36 50
50 89 30
23 93 74
73 94 47
2 86 62
14 46 27
15 24 91
18 95 59
6 9 43
61 77 59
7 33 5
28 94 51
47 53 75
27 86 74
0 57 37
11 87 82
12 71 42
43 45 43
7 53 85
30 38 66
68 81 28
68 81 10
67 85 94
16 99 95
27 86 96
20 54 15
23 93 54
23 93 38
6 9 18
52 57 44
67 85 22
7 33 10
27 86 90
30 38 55
27 66 36
7 33 100
15 24 14
1 9 86
60 98 74
0 57 20
1 88 70
27 86 64
15 24 54
26 48 28
71 95 24
33 67 65
5 11 39
28 32 72
20 40 82
2 86 25
16 99 3
60 61 91
43 45 69
7 53 21
7 53 63
11 28 17
7 33 55
46 72 91
13 40 12
16 45 94
42 56 13
42 81 62
23 93 74
47 53 12
11 61 55
60 61 19
1 42 26
39 49 45
15 24 92
3 93 59
67 74 22
15 24 49
11 61 76
22 58 93
31 34 22
42 81 15
0 57 29
11 87 26
23 93 55
12 71 22
50 89 94
73 94 76
2 86 79
1 9 34
28 32 61
20 54 76
10 93 68
14 46 53
16 99 47
42 81 46
27 86 81
3 74 98
23 93 44
78 92 12
1 88 55
33 67 88
7 33 10
73 94 54
28 94 5
42 56 92
16 45 48
43 45 77
67 85 24
67 74 81
31 34 28
20 54 61
15 24 67
28 32 96
38 81 56
0 57 74
11 28 70
71 95 9
4 89 9
15 24 12
63 80 66
38 81 53
38 81 86
73 94 19
62 83 75
7 33 18
27 86 60
43 45 62
1 9 23
23 93 93
6 9 52
34 90 58
23 93 100
11 28 39
33 67 51
7 33 32
12 71 1
67 74 60
47 53 7
43 45 89
0 57 67
23 93 85
15 24 2
45 74 22
38 81 62
26 48 24
13 48 10
3 93 80
25 75 51
47 53 33
73 94 4
38 81 8
42 56 80
4 81 11
61 77 19
80 98 85
73 94 30
27 86 78
52 57 14
3 34 96
28 32 60
46 72 17
22 58 50
38 81 17
45 52 98
1 9 1
16 45 89
12 71 28
4 81 78
0 57 93
11 70 11
78 92 98
65 71 79
16 45 68
3 74 27
38 81 91
17 19 14
16 99 9
26 48 60
18 95 84
46 72 78
2 86 90
4 89 66
52 57 42
45 52 5
4 74 73
25 75 60
16 99 30
16 99 49
0 57 10
7 53 47
38 81 80
4 81 9
36 91 97
8 60 12
4 74 80
15 24 79
27 86 61
23 93 9
1 88 44
2 86 72
60 61 84
3 35 77
22 58 28
45 74 80
16 99 63
46 98 99
12 71 15
17 45 49
38 81 53
11 28 76
17 45 23
11 87 27
3 93 87
20 40 24
3 74 69
7 33 96
46 72 73
38 81 100
73 94 98
67 85 30
43 45 61
3 74 62
7 53 30
65 99 38
23 93 34
27 86 12
2 86 56
3 74 65
73 94 36
11 87 74
81 94 94
44 88 34
46 72 71
62 83 38
2 86 76
32 36 71
45 96 38
17 45 25
55 62 47
67 85 97
16 45 31
8 60 20
55 62 45
73 94 7
39 49 56
